id,PROHIBE_JORNADA,PROHIBE_CLASES,CONFISCACION,PROHIBE_FOTOS,RESTRINGE_USO,USO_INAPR,PROTOCOLO_USO,PROHIBE_REDES,SIN_REGULACION,PROHIBE_LABORAL
12853,1,1,0,1,1,0,0,0,0,0
12855,0,1,1,0,1,0,0,0,1,0
12867,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12867.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12867.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12867.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12867.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12867.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12867.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12867.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12867.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12867.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12867.pdf is not a valid file or url
12868,0,1,1,1,1,1,0,0,1,0
12871,0,1,1,1,1,1,1,0,0,0
12872,0,1,1,1,1,1,0,0,0,0
12876,0,1,1,0,1,1,0,0,0,0
12878,0,0,0,0,0,0,0,0,0,0
12884,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12884.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12884.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12884.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12884.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12884.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12884.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12884.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12884.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12884.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_12884.pdf is not a valid file or url
12885,0,1,1,1,1,1,1,0,0,0
12891,0,1,0,1,1,0,0,0,0,0
12935,0,1,0,0,1,0,1,0,0,0
12943,0,1,1,1,1,1,0,0,0,0
12944,0,1,1,0,1,1,1,1,0,0
12955,0,0,1,0,0,0,0,0,0,0
12958,0,0,1,0,1,1,1,0,0,0
12961,0,1,0,1,0,1,1,1,0,0
12962,0,1,1,0,1,1,1,0,0,0
12966,0,0,0,0,0,1,0,0,0,0
12970,0,1,1,1,1,1,0,1,0,0
12974,0,0,0,0,0,1,0,1,0,0
12977,0,1,1,0,1,1,1,0,0,0
13104,0,0,0,0,1,1,0,1,0,0
13112,0,0,0,0,0,1,0,0,1,0
13117,0,1,1,1,1,1,0,0,0,0
13118,0,1,1,0,1,1,1,0,0,1
13121,0,1,1,0,1,1,1,0,0,0
13133,0,1,0,0,1,1,1,0,0,0
13135,0,1,0,0,1,0,0,0,0,0
13143,0,1,0,1,1,1,0,0,1,0
13146,0,1,1,0,1,1,0,0,0,0
13154,0,0,0,1,1,1,1,0,0,1
13163,0,0,0,0,0,0,0,0,0,0
13168,0,1,1,1,1,1,0,0,0,0
13170,0,0,0,0,1,0,0,0,0,0
13177,0,1,1,0,1,1,0,0,0,0
13181,0,1,1,0,1,1,1,0,0,0
13185,0,0,1,0,0,0,0,0,0,0
13188,0,1,1,1,1,1,1,1,0,0
13202,0,0,0,0,0,1,0,0,0,0
13216,0,0,0,0,0,0,0,0,0,0
13220,0,1,1,0,1,0,0,0,0,0
13305,1,1,1,1,1,1,1,0,0,0
13314,0,1,0,1,1,1,1,1,0,1
13319,0,1,0,1,1,1,1,0,0,0
13320,0,0,0,0,0,0,1,0,0,0
13332,0,1,1,1,1,1,1,1,0,0
13333,0,1,1,0,1,1,0,0,0,1
13341,0,1,1,1,1,1,0,0,0,0
13342,0,1,1,1,1,1,1,1,0,0
13356,0,0,0,1,0,1,1,0,0,0
13361,0,1,1,0,1,1,0,0,0,0
13370,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13370.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13370.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13370.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13370.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13370.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13370.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13370.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13370.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13370.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13370.pdf is not a valid file or url
13372,0,1,1,0,1,1,1,0,0,0
13373,0,0,1,0,1,0,0,0,0,0
13376,0,1,0,0,0,0,0,1,0,0
13383,0,0,0,0,0,0,0,1,0,0
13384,0,1,1,0,1,1,1,0,0,0
13388,0,1,1,0,1,0,0,1,0,0
13396,0,1,0,0,1,1,1,0,0,0
13412,0,0,0,0,0,0,0,0,1,0
13416,0,1,0,1,1,0,1,1,0,0
13420,0,1,1,1,1,1,0,0,0,0
13426,0,1,1,1,1,1,1,0,0,0
13427,0,1,1,1,1,1,1,0,0,1
13428,0,1,1,0,1,1,0,1,0,0
13434,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13434.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13434.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13434.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13434.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13434.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13434.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13434.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13434.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13434.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13434.pdf is not a valid file or url
13439,0,1,0,0,1,1,0,0,0,0
13442,0,1,1,1,1,1,0,0,0,0
13445,0,1,1,0,1,1,1,0,0,0
13446,0,1,1,0,1,1,0,0,0,0
13450,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13450.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13450.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13450.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13450.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13450.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13450.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13450.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13450.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13450.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13450.pdf is not a valid file or url
13462,0,1,1,0,1,1,0,0,0,0
13474,0,1,1,1,1,1,1,0,0,1
13475,0,1,1,0,1,1,1,0,0,0
13491,0,1,0,0,1,1,0,0,0,0
13494,0,0,0,0,1,0,1,0,0,0
13504,1,1,1,1,1,1,1,0,0,0
13514,0,0,1,0,1,0,0,0,0,0
13527,1,1,1,1,1,1,1,0,0,0
13545,0,1,1,0,1,1,0,0,0,0
13551,0,1,0,0,1,0,0,0,0,0
13552,0,0,0,0,0,1,0,1,0,0
13553,0,0,0,0,0,0,0,0,0,0
13557,0,1,1,0,1,0,1,0,1,0
13559,0,1,1,1,1,0,0,0,0,0
13562,0,0,0,0,0,0,0,0,0,0
13563,0,1,1,1,1,1,0,0,0,0
13573,0,1,1,0,1,1,0,1,0,0
13574,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13574.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13574.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13574.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13574.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13574.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13574.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13574.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13574.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13574.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_13574.pdf is not a valid file or url
13576,0,1,1,1,1,1,1,0,0,0
13580,0,1,1,0,1,1,1,0,0,0
13582,0,1,1,1,1,1,0,0,0,0
13586,0,1,1,0,1,1,1,0,0,0
13593,0,1,1,1,1,1,1,0,0,0
13604,0,1,1,1,1,1,0,0,0,0
13606,0,0,0,0,0,0,0,1,0,0
13608,0,1,1,1,1,1,0,0,0,0
13610,1,1,1,0,1,1,0,0,0,0
13612,0,1,0,1,1,1,0,0,0,0
13637,0,0,0,0,0,1,1,0,0,1
14201,0,0,0,0,1,1,0,0,0,0
14202,0,0,0,0,1,1,0,0,0,0
14213,0,1,1,1,1,1,0,0,0,1
14217,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14217.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14217.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14217.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14217.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14217.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14217.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14217.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14217.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14217.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14217.pdf is not a valid file or url
14224,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14224.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14224.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14224.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14224.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14224.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14224.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14224.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14224.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14224.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14224.pdf is not a valid file or url
14232,0,1,1,0,1,1,1,0,0,1
14247,0,1,1,1,1,1,0,0,0,0
14249,0,1,1,0,1,0,1,0,0,0
14265,0,1,1,0,1,1,1,0,0,0
14270,0,0,0,0,1,1,0,0,0,0
14284,0,1,1,0,1,0,1,1,0,0
14288,0,1,1,0,1,1,1,0,0,0
14289,0,0,0,0,1,1,0,1,0,0
14308,0,0,0,1,0,1,1,1,0,0
14313,0,1,0,0,1,1,0,0,0,0
14314,0,1,1,1,1,1,0,0,0,0
14316,0,1,1,0,1,1,0,0,0,0
14323,0,1,1,0,1,1,0,0,0,0
14324,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14324.pdf is not a valid file or url
14330,1,1,1,1,1,1,0,0,1,0
14332,0,1,0,1,1,1,1,0,0,0
14359,0,0,0,1,0,0,0,0,0,0
14363,0,1,1,1,1,1,1,0,0,0
14372,0,1,0,1,1,1,1,1,0,1
14376,0,1,1,0,1,1,0,0,0,0
14379,0,1,0,1,1,1,1,0,0,0
14380,0,0,1,0,0,1,0,1,0,0
14387,0,1,1,1,1,1,1,0,0,0
14395,1,1,0,0,1,1,1,0,0,0
14397,0,1,1,1,1,1,1,0,0,0
14402,0,0,0,1,1,1,0,0,0,0
14412,0,1,0,1,0,0,0,0,0,0
14413,0,0,0,0,0,1,0,0,0,0
14414,0,0,0,0,0,1,0,0,0,0
14416,0,1,1,1,1,1,0,1,0,0
14418,0,1,1,0,1,0,0,0,0,0
14452,0,1,0,1,1,0,1,0,0,1
14453,0,1,1,0,1,1,1,0,0,1
14466,0,0,0,0,0,1,0,0,0,0
14470,0,1,1,0,1,0,0,0,1,0
14479,1,1,1,0,1,0,0,0,0,0
14487,0,1,1,1,1,1,1,1,0,0
14498,0,1,1,0,1,1,1,1,0,0
14502,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14502.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14502.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14502.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14502.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14502.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14502.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14502.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14502.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14502.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14502.pdf is not a valid file or url
14504,0,1,1,0,1,0,0,0,0,0
14506,0,1,1,1,0,1,1,0,0,0
14507,1,1,0,0,1,1,0,1,0,0
14510,0,1,1,1,1,1,1,0,0,0
14511,0,1,1,0,1,1,0,0,0,0
14515,0,1,0,0,1,0,0,1,0,0
14523,0,0,0,1,0,1,0,0,0,1
14526,0,0,0,0,0,0,0,0,0,0
14527,1,1,0,1,1,1,1,1,0,0
14533,0,1,1,1,1,0,1,0,0,0
14538,0,1,1,1,1,1,1,0,0,0
14539,0,1,1,0,1,1,1,0,0,1
14552,0,1,0,1,1,0,1,1,0,0
14568,0,1,1,0,1,1,0,0,0,0
14580,0,1,1,1,1,1,1,0,0,0
14587,0,0,0,1,0,1,0,0,0,0
14593,0,0,0,0,0,1,0,0,0,0
14594,0,1,1,0,1,0,0,1,0,0
14599,0,0,0,1,0,1,0,1,0,0
14606,0,1,0,1,1,1,1,0,0,0
14608,0,1,1,1,1,1,1,1,0,0
14614,0,1,1,1,1,1,1,0,0,0
14622,0,0,0,0,0,0,0,0,0,0
14629,0,0,0,0,1,1,1,0,0,0
14637,0,0,0,0,0,0,0,0,0,0
14642,0,1,1,1,1,1,1,1,0,0
14643,0,1,1,1,1,1,1,0,0,1
14649,0,1,1,1,1,1,1,0,0,1
14659,0,1,1,1,1,1,1,0,0,0
14670,0,1,1,1,1,1,0,0,0,0
14673,1,1,1,0,1,1,0,0,0,0
14675,0,0,0,0,0,0,0,0,0,0
14677,0,1,1,0,1,1,1,0,0,1
14687,0,1,0,0,1,0,0,0,0,0
14697,0,1,1,0,1,1,0,0,0,0
14703,0,1,1,1,1,1,0,1,0,0
14706,0,0,0,0,0,0,0,0,0,0
14716,0,1,0,1,1,1,0,0,0,0
14717,0,1,1,1,1,1,0,0,0,0
14720,0,1,0,1,1,1,1,0,0,0
14737,0,0,0,0,0,0,0,0,0,0
14750,0,1,0,1,1,0,0,0,0,0
14751,0,1,1,1,1,1,0,0,0,0
14760,0,1,1,1,1,0,0,0,0,0
14762,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14762.pdf is not a valid file or url
14764,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14764.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14764.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14764.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14764.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14764.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14764.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14764.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14764.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14764.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14764.pdf is not a valid file or url
14771,0,1,1,1,1,1,1,0,0,1
14773,0,1,1,1,1,1,1,0,0,0
14778,0,1,0,1,1,1,0,0,0,0
14779,0,0,0,0,0,0,0,0,0,0
14788,0,0,1,1,1,1,0,0,0,0
14801,0,0,0,0,0,1,1,1,0,0
14804,1,1,1,0,1,1,0,0,0,0
14805,0,1,1,1,1,1,0,0,0,0
14818,1,1,1,1,1,0,1,0,0,0
14823,0,0,0,1,0,1,0,0,0,0
14825,0,0,1,0,0,1,0,0,0,0
14848,1,1,1,1,1,1,0,0,0,0
14856,0,1,1,0,1,1,1,0,0,0
14860,0,0,0,0,0,1,0,0,0,0
14862,0,1,1,0,1,1,1,0,0,0
14866,0,1,0,1,1,1,1,0,0,0
14868,0,1,1,1,1,1,1,1,0,0
14870,0,1,1,0,1,1,1,0,0,0
14871,0,0,0,0,0,1,0,0,0,0
14877,0,1,1,1,1,1,1,0,0,1
14879,0,1,0,1,1,1,1,1,0,0
14881,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14881.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14881.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14881.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14881.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14881.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14881.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14881.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14881.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14881.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14881.pdf is not a valid file or url
14885,0,1,1,1,1,1,0,0,0,0
14896,0,0,1,1,1,1,0,0,0,0
14917,0,0,0,1,1,0,1,0,0,0
14922,0,0,0,0,0,0,0,0,0,0
14923,0,1,1,0,1,1,1,0,0,0
14952,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14952.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14952.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14952.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14952.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14952.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14952.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14952.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14952.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14952.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_14952.pdf is not a valid file or url
14953,0,0,1,0,0,0,0,0,0,0
15501,0,1,0,1,1,1,0,0,0,0
15515,0,1,1,1,1,1,0,1,0,1
15521,0,1,1,1,1,1,1,0,0,1
15522,0,1,1,0,1,0,1,0,0,0
15524,0,0,0,1,0,1,0,0,0,0
15526,1,1,1,0,1,1,1,0,0,0
15534,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15534.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15534.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15534.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15534.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15534.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15534.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15534.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15534.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15534.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15534.pdf is not a valid file or url
15535,0,0,0,0,0,0,0,0,0,1
15544,0,1,1,1,1,1,0,0,0,0
15571,0,0,0,0,0,1,0,0,0,0
15583,0,1,1,0,1,1,1,0,0,1
15588,0,1,1,0,1,1,0,0,0,0
15589,0,1,1,1,1,1,0,0,0,0
15593,0,1,1,0,1,1,0,0,0,0
15594,0,1,1,0,1,1,1,0,0,0
15600,0,1,0,1,1,0,0,0,0,1
15601,0,1,0,0,0,0,0,0,0,0
15610,0,0,1,1,0,0,0,0,0,0
15614,0,1,1,1,1,1,1,0,0,0
15621,0,0,0,0,0,1,0,0,0,0
15622,0,1,0,1,1,1,0,1,0,1
15624,0,1,1,0,1,1,1,0,0,0
15631,0,1,1,0,1,0,1,1,0,0
15633,0,0,0,0,0,0,1,0,0,0
15650,0,1,1,1,1,0,0,0,0,0
15657,0,1,1,1,1,1,1,0,0,0
15662,0,0,0,0,0,1,0,0,0,0
15664,0,0,1,0,1,0,0,0,0,0
15676,0,1,1,0,1,0,1,0,0,0
15682,0,0,0,0,0,0,0,0,0,0
15684,0,1,0,0,1,1,1,0,0,0
15705,0,1,0,1,1,0,0,0,0,0
15707,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15707.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15707.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15707.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15707.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15707.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15707.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15707.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15707.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15707.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_15707.pdf is not a valid file or url
15719,0,0,0,0,0,1,0,0,0,0
15724,0,1,0,0,1,0,0,0,0,0
15726,0,0,0,0,0,0,0,1,0,0
15731,0,0,0,0,0,1,0,0,0,0
15732,0,1,0,1,1,1,0,0,0,0
15739,0,0,0,0,0,0,0,1,0,0
15744,0,1,1,0,1,1,0,0,0,0
15745,0,1,1,1,1,1,0,1,0,1
15746,0,0,1,0,0,1,0,0,0,0
15750,0,1,0,0,1,0,0,1,0,0
15753,0,1,0,1,1,1,1,0,0,0
15757,0,1,1,0,1,1,0,1,0,0
15759,0,0,0,1,0,1,0,0,0,0
15762,0,0,0,0,0,0,0,0,0,0
15764,0,0,0,1,0,1,0,0,0,0
15767,0,1,0,1,1,0,0,0,0,0
15768,1,1,1,0,1,1,1,0,0,0
15769,0,1,0,0,1,0,1,0,0,0
15774,0,0,1,0,0,1,1,0,0,1
15779,0,0,0,0,0,0,0,0,0,0
15792,0,0,0,0,0,1,1,0,0,0
15793,0,1,0,0,1,1,0,0,0,0
15807,0,0,1,0,0,1,0,0,0,0
15808,0,1,1,0,1,1,1,1,0,0
15809,0,0,0,0,0,0,0,0,0,0
